Index	ID	Freq	iHH_0	iHH_1	iHS	Std iHS
1531	1531	0.147564	153.437	45.2807	1.22041	0.797259
1532	1532	0.180981	167.118	32.1627	1.64789	0.830322
1534	1534	0.0668332	118.177	31.0503	1.33658	1.74717
1536	1536	0.18832	170.178	28.8434	1.77496	0.922065
1537	1537	0.185978	169.12	29.84	1.73476	0.893038
1538	1538	0.185665	168.973	29.9471	1.73031	0.889822
1539	1539	0.182074	167.459	30.3055	1.70941	0.874738
1540	1540	0.00640225	102.172	73.6133	0.327828	0.752226
1541	1541	0.215803	127.251	562.536	-1.48629	-1.68369
1542	1542	0.00733916	95.7855	69.3785	0.322535	0.747801
1543	1543	0.0142099	97.6469	144.805	-0.394033	0.148717
1544	1544	0.0032792	93.7204	47.483	0.679945	1.04661
1545	1545	0.00577764	94.4887	54.1578	0.556579	0.943472
1546	1546	0.0188944	98.0207	188.9	-0.656039	-0.070331
1547	1547	0.174422	154.585	31.8702	1.57907	0.546541
1548	1548	0.175671	155.22	31.9218	1.58155	0.548862
1549	1549	0.179419	156.66	31.5114	1.60373	0.569638
1550	1550	0.179888	156.878	31.4182	1.60808	0.573718
1551	1551	0.0131168	95.8913	330.363	-1.23698	-0.556023
1553	1553	0.00421611	93.0876	40.8944	0.822549	1.16583
1555	1555	0.165365	152.579	35.1802	1.4672	0.44172
1559	1559	0.00343535	94.272	567.384	-1.79485	-1.02243
1560	1560	0.228451	134.59	517.374	-1.34653	-0.625692
1563	1563	0.00546533	97.7346	29.1673	1.20921	1.4891
1564	1564	0.00405996	97.1895	29.1243	1.20509	1.48566
1565	1565	0.00671455	97.9373	17.9876	1.69465	1.89495
1566	1566	0.00687071	98.164	17.3988	1.73024	1.92471
1567	1567	0.00671455	97.9517	20.1412	1.58171	1.80053
1568	1568	0.00671455	97.9517	20.1412	1.58171	1.80053
1573	1573	0.00515303	96.172	293.597	-1.11607	-0.454938
1576	1576	0.945815	134.093	104.657	0.247844	-nan
1577	1577	0.0121799	90.4851	691.432	-2.03358	-1.22202
1578	1578	0.0465334	96.8581	552.849	-1.74184	-1.04163
1579	1579	0.687539	456.678	103.656	1.4829	0.702993
1580	1580	0.147408	123.105	127.434	-0.0345644	-0.418119
1581	1581	0.00468457	77.4398	119.978	-0.437806	0.112122
1584	1584	0.00593379	77.6751	90.9065	-0.157297	0.346639
1585	1585	0.169113	136.867	24.5152	1.71972	0.678319
1588	1588	0.195971	146.586	21.2993	1.92894	1.03323
1590	1590	0.0176452	73.1604	779.991	-2.36663	-1.50046
1591	1591	0.197064	148.444	21.0062	1.95539	1.05233
1593	1593	0.165834	134.592	23.2756	1.75484	0.711227
1594	1594	0.0101499	77.1772	290.123	-1.3242	-0.628946
1595	1595	0.0103061	77.2002	280.872	-1.2915	-0.601603
1597	1597	0.156152	130.358	19.5539	1.89711	1.4526
1600	1600	0.112117	112.272	28.04	1.3873	1.31515
1601	1601	0.0299813	83.4126	19.6091	1.4478	1.20993
1603	1603	0.0265459	82.4071	23.909	1.23742	1.04274
1605	1605	0.202842	111.591	456.187	-1.40806	-1.62286
1606	1606	0.488757	229.289	126.219	0.596961	1.00444
1607	1607	0.0755778	88.4464	19.6739	1.50311	1.9138
1608	1608	0.0199875	69.9278	201.157	-1.05662	-0.405236
1611	1611	0.231418	93.7355	510.187	-1.6943	-1.25143
1612	1612	0.463773	237.279	82.1227	1.06102	1.83717
1613	1613	0.699407	481.769	78.0264	1.82042	1.38532
1615	1615	0.407558	173.398	187.655	-0.0790165	1.09037
1616	1616	0.174891	133.838	32.327	1.42073	0.398174
1617	1617	0.174578	133.742	32.4248	1.41699	0.394677
1620	1620	0.232667	116.841	521.642	-1.49617	-0.894935
1621	1621	0.232667	116.841	521.642	-1.49617	-0.894935
1624	1624	0.00390381	93.645	234.413	-0.917573	-0.288986
1625	1625	0.0192067	96.4611	868.757	-2.19792	-1.35942
1628	1628	0.0318551	101.085	293.099	-1.06455	-0.786594
1629	1629	0.00343535	94.9852	88.0537	0.0757737	0.541497
1634	1634	0.00390381	94.2789	109.779	-0.152214	0.350889
1640	1640	0.0095253	95.3927	31.118	1.12022	1.4147
1641	1641	0.00874453	95.2304	32.8584	1.06409	1.36778
1642	1642	0.00827608	95.1642	33.4945	1.04422	1.35116
1643	1643	0.00562149	94.7646	41.7438	0.819844	1.16357
1649	1649	0.00874453	94.1094	473.982	-1.61671	-0.873497
1652	1652	0.0427858	100.889	36.9837	1.00354	2.23779
1658	1658	0.0304497	97.9938	26.4954	1.30793	1.09878
1659	1659	0.44925	154.018	266.932	-0.549922	-1.45361
1660	1660	0.26015	163.434	83.9452	0.666247	0.307362
1661	1661	0.00499688	82.6056	716.89	-2.16084	-1.32842
1662	1662	0.00890069	81.4627	1150	-2.64738	-1.73518
1664	1664	0.00421611	81.6494	33.011	0.905594	1.23526
1665	1665	0.00546533	81.8436	29.3976	1.0239	1.33417
1666	1666	0.00405996	81.6268	36.7145	0.798986	1.14614
1667	1667	0.00515303	81.8305	32.1625	0.933848	1.25889
1669	1669	0.0062461	81.4395	195.911	-0.877801	-0.255735
1670	1670	0.00374766	81.4352	39.6997	0.718465	1.07882
1672	1672	0.00577764	81.8246	28.2301	1.06419	1.36786
1679	1679	0.00484072	81.7036	24.5442	1.20262	1.48359
1680	1680	0.146002	115.926	142.456	-0.206079	-0.584221
1681	1681	0.570425	196.522	183.402	0.0690901	-nan
1682	1682	0.036852	84.322	37.2757	0.816303	0.708091
1683	1683	0.0588695	93.9892	155.181	-0.501413	0.440085
1684	1684	0.0238913	84.6125	339.739	-1.3901	-1.0453
1685	1685	0.0362274	83.8345	634.198	-2.02352	-1.54867
1687	1687	0.0337289	87.3166	24.5019	1.27079	1.06926
1688	1688	0.00515303	81.0701	30.0073	0.993872	1.30907
1689	1689	0.029669	86.9715	29.0504	1.09655	0.930798
1690	1690	0.00405996	80.972	39.0414	0.72948	1.08803
1691	1691	0.029669	86.9714	28.9191	1.10108	0.934398
1692	1692	0.00515303	81.3402	42.3462	0.652762	1.02389
1693	1693	0.00359151	81.0934	46.3913	0.558489	0.945069
1694	1694	0.0285759	86.9435	34.5454	0.922984	0.792869
1695	1695	0.00343535	82.384	46.9545	0.562211	0.948181
1699	1699	0.658807	294.339	145.519	0.704428	0.661268
1700	1700	0.0154591	82.5986	234.048	-1.04153	-0.392621
1704	1704	0.00374766	79.9975	66.5208	0.18448	0.632381
1707	1707	0.013273	81.2492	307.303	-1.33031	-0.634055
1708	1708	0.190037	92.558	549.645	-1.78144	-1.64558
1710	1710	0.675203	325.143	115.457	1.03537	0.246155
1718	1718	0.28123	129.722	254.987	-0.675818	-0.340652
1719	1719	0.0124922	77.9168	95.5688	-0.204204	0.307423
1720	1720	0.00843223	78.0141	83.7538	-0.0709916	0.418795
1721	1721	0.00718301	77.6863	327.697	-1.43941	-0.725265
1724	1724	0.204247	106.022	484.551	-1.51957	-1.70957
1727	1727	0.0101499	81.2604	32.3787	0.920158	1.24744
1728	1728	0.0145222	81.7859	21.1681	1.35161	1.60815
1730	1730	0.0110868	81.3645	23.6731	1.2346	1.51033
1731	1731	0.0282636	83.3696	235.756	-1.03952	-0.766697
1733	1733	0.0137414	83.035	19.6874	1.43928	1.68145
1734	1734	0.0129606	82.9514	21.3172	1.35874	1.61412
1735	1735	0.00968145	82.631	27.718	1.0923	1.39136
1737	1737	0.280137	124.342	254.478	-0.716177	-0.498096
1738	1738	0.00374766	85.1691	213.41	-0.918576	-0.289824
1742	1742	0.203154	110.997	525.009	-1.55391	-1.73628
1745	1745	0.0579325	98.8366	351.833	-1.26969	-0.47764
1751	1751	0.683635	355.437	129.801	1.00734	-0.258405
1757	1757	0.00811993	85.2056	131.337	-0.432698	0.116392
1758	1758	0.00811993	85.2056	131.337	-0.432698	0.116392
1759	1759	0.00843223	85.2378	120.556	-0.346665	0.188319
1761	1761	0.00968145	85.4854	108.755	-0.240752	0.276868
1762	1762	0.00968145	85.4854	108.755	-0.240752	0.276868
1763	1763	0.047158	91.3336	523.413	-1.74585	-1.04643
1764	1764	0.685509	362.265	132.115	1.00871	-0.25565
1767	1767	0.652717	299.819	143.194	0.73898	0.751976
1773	1773	0.00765147	102.669	147.367	-0.361408	0.175993
1777	1777	0.203935	132.034	524.735	-1.37983	-1.6009
1783	1783	0.00437227	107.702	23.7347	1.51243	1.74261
1784	1784	0.00546533	107.806	36.6555	1.07877	1.38005
1785	1785	0.00640225	108.12	31.3551	1.23786	1.51306
1789	1789	0.00405996	107.606	307.672	-1.05056	-0.400165
1798	1798	0.0110868	108.947	436.921	-1.38889	-0.683028
1800	1800	0.00421611	107.537	270.099	-0.920953	-0.291811
1807	1807	0.00921299	108.001	527.153	-1.58535	-0.847278
1812	1812	0.00437227	106.548	81.6684	0.265931	0.700478
1814	1814	0.159119	134.965	169.888	-0.230124	-0.607508
1815	1815	0.161462	135.422	165.165	-0.198549	-1.11901
1817	1817	0.202061	117.123	536.634	-1.5221	-1.71153
1820	1820	0.093223	123.031	39.2169	1.14333	1.04891
1821	1821	0.093223	123.031	39.2169	1.14333	1.04891
1823	1823	0.0192067	103.149	59.3087	0.553418	0.94083
1824	1824	0.00405996	99.1461	217.528	-0.785733	-0.178762
1827	1827	0.00858838	99.6134	410.183	-1.41531	-0.705113
1828	1828	0.0302936	107.818	55.9846	0.655366	0.580197
1831	1831	0.0387258	109.746	39.4432	1.02331	0.872593
1832	1832	0.0388819	109.781	39.2962	1.02736	0.875811
1833	1833	0.0391943	109.85	38.9177	1.03767	0.884007
1834	1834	0.0329482	107.918	48.6104	0.797535	0.693176
1835	1835	0.0316989	107.639	52.4184	0.719522	0.631181
1836	1836	0.0415365	110.02	32.0458	1.2335	2.51248
1837	1837	0.0356027	108.089	42.4094	0.935587	0.802884
1838	1838	0.0463773	106.18	546.175	-1.6378	-0.91736
1839	1839	0.0370081	104.984	39.7435	0.971362	0.831313
1840	1840	0.0468457	107.906	25.0155	1.46177	2.78515
1841	1841	0.208776	150.566	115.8	0.262537	-0.323738
1842	1842	0.0326359	97.8761	47.269	0.727847	0.637797
1843	1843	0.25203	169.704	81.6781	0.73127	2.02795
1847	1847	0.0326359	105.212	50.6985	0.730085	0.639575
1849	1849	0.0316989	105.001	52.6815	0.689701	0.607483
1850	1850	0.0316989	105.001	52.6815	0.689701	0.607483
1851	1851	0.0316989	105.001	52.6815	0.689701	0.607483
1852	1852	0.0316989	105.001	52.6815	0.689701	0.607483
1853	1853	0.0318551	105.033	52.1928	0.699328	0.615133
1854	1854	0.039975	107.029	33.9104	1.14938	0.972783
1855	1855	0.0142099	100.065	28.7156	1.24838	1.52185
1858	1858	0.595409	194.224	168.211	0.143795	1
1859	1859	0.594785	193.706	168.399	0.140001	-1
1860	1860	0.175671	128.209	34.6372	1.30873	0.293244
1861	1861	0.187383	131.244	32.1828	1.40563	0.655411
1862	1862	0.187851	131.338	31.9981	1.4121	0.660083
1864	1864	0.193004	132.48	31.3583	1.44096	0.680919
1865	1865	0.166927	124.34	40.3258	1.12603	0.122059
1871	1871	0.0746408	108.206	28.3891	1.33803	1.74862
1872	1872	0.072767	107.683	28.7432	1.32079	1.73138
1873	1873	0.0722986	107.657	28.4942	1.32925	1.73984
1874	1874	0.0468457	101.925	53.1331	0.651434	1.81719
1875	1875	0.148813	125.663	164.77	-0.270942	-0.647038
1883	1883	0.0410681	103.267	296.092	-1.05335	-0.219219
1892	1892	0.00593379	97.6596	409.554	-1.43358	-0.720392
1894	1894	0.217833	108.315	620.915	-1.74615	-1.88577
1896	1896	0.226265	142.999	115.176	0.216373	2.18642
1899	1899	0.687851	370.043	127.353	1.06665	-0.138505
1900	1900	0.0110868	95.633	528.459	-1.70945	-0.951028
1902	1902	0.221736	156.031	119.551	0.266307	2.27626
1908	1908	0.0138976	113.259	366.966	-1.17559	-0.504699
1918	1918	0.00733916	113.261	47.6184	0.866476	1.20256
1920	1920	0.00452842	112.704	1284.39	-2.43328	-1.55618
1923	1923	0.0128045	114.187	357.542	-1.14141	-0.476126
1924	1924	0.0062461	112.6	35.7525	1.14722	1.43727
1925	1925	0.00499688	112.345	40.1094	1.02997	1.33925
1926	1926	0.00608994	112.368	52.2932	0.764912	1.11765
1930	1930	0.0585572	122.784	372.892	-1.11086	-0.287913
1931	1931	0.0138976	114.962	39.8254	1.0601	1.36444
1932	1932	0.0120237	114.645	42.9465	0.981888	1.29905
1933	1933	0.0109307	114.338	45.9871	0.910793	1.23961
1937	1937	0.0131168	115.104	343.08	-1.09213	-0.434924
1938	1938	0.0134291	114.771	380.387	-1.19825	-0.523647
1944	1944	0.0145222	114.935	46.1412	0.912657	1.24117
1945	1945	0.0171768	115.615	38.8623	1.09024	1.38964
1946	1946	0.0370081	118.871	28.6041	1.42449	1.19141
1947	1947	0.0366958	118.793	28.9823	1.4107	1.18045
1948	1948	0.688476	381.563	147.404	0.951097	-0.372112
1951	1951	0.0366958	111.592	29.4568	1.33193	1.11785
1952	1952	0.00733916	104.142	808.151	-2.04899	-1.2349
1953	1953	0.0331043	111.096	34.3279	1.17444	0.992696
1954	1954	0.063554	116.584	25.6039	1.51587	1.92657
1958	1958	0.236571	118.83	500.582	-1.43808	-0.790416
1967	1967	0.00733916	96.0998	20.2576	1.55686	1.77975
1968	1968	0.00796377	96.2921	29.4087	1.1861	1.46978
1969	1969	0.00577764	95.3464	196.36	-0.722434	-0.12584
1971	1971	0.166458	131.686	31.9531	1.41615	0.393889
1972	1972	0.166458	131.686	31.9531	1.41615	0.393889
1973	1973	0.167239	131.71	30.4073	1.46592	0.440523
1974	1974	0.147096	125.208	35.3867	1.26364	0.839124
1976	1976	0.12258	123.401	38.2559	1.17114	0.686327
1978	1978	0.0301374	107.761	66.456	0.483379	0.443522
1980	1980	0.265459	141.921	439.906	-1.13129	-1.34915
1987	1987	0.442848	249.353	209.798	0.172721	0.148428
1996	1996	0.0195191	148.252	506.501	-1.22861	-0.549029
1997	1997	0.0202998	148.49	474.062	-1.16082	-0.863096
2002	2002	0.013273	148.022	389.057	-0.966362	-0.329775
2005	2005	0.0118676	147.843	501.484	-1.22142	-0.543016
2031	2031	0.0115553	149.061	854.486	-1.74614	-0.981708
2035	2035	0.00765147	146.543	233.701	-0.466724	0.0879444
2037	2037	0.0135853	148.328	426.533	-1.05626	-0.404934
2038	2038	0.018426	149.047	256.218	-0.541764	0.0252078
2040	2040	0.0479388	154.111	386.19	-0.918654	-0.0583206
2042	2042	0.0277951	148.551	232.31	-0.447145	-0.29595
2043	2043	0.0101499	142.502	1756.18	-2.51154	-1.62161
2049	2049	0.0131168	144.675	400.334	-1.01781	-0.372785
2055	2055	0.0062461	142.278	779.816	-1.70128	-0.944197
2058	2058	0.00359151	142.124	672.017	-1.55359	-0.820721
2059	2059	0.00421611	141.982	683.372	-1.57134	-0.835563
2063	2063	0.0131168	142.554	912.033	-1.85595	-1.07351
2065	2065	0.0660525	159.431	239.189	-0.405645	0.00385157
2066	2066	0.00405996	141.709	450.033	-1.15555	-0.487942
2076	2076	0.014366	143.114	375.006	-0.963303	-0.327218
2080	2080	0.694097	411.949	168.447	0.894279	-0.486978
2083	2083	0.016396	123.834	723.057	-1.76455	-0.997093
2091	2091	0.203623	133.737	620.678	-1.53494	-1.72152
2095	2095	0.242349	167.71	133.884	0.225258	1.32677
2099	2099	0.0115553	101.213	890.868	-2.17497	-1.34022
2108	2108	0.201124	122.503	625.967	-1.63116	-1.79635
2109	2109	0.22158	153.556	138.119	0.105947	1.98773
2110	2110	0.0217052	98.7944	273.923	-1.01981	-0.751033
2112	2112	0.00499688	95.015	318.248	-1.2088	-0.532462
2115	2115	0.445347	238.147	154.257	0.434266	0.728252
2121	2121	0.205184	120.574	608.379	-1.61854	-1.78653
2122	2122	0.0148345	95.0488	1149.22	-2.49245	-1.60566
2125	2125	0.428795	218.521	162.732	0.294779	0.70363
2128	2128	0.205184	123.251	608.368	-1.59656	-1.76944
2129	2129	0.0146783	101.024	468.133	-1.53339	-0.803839
2131	2131	0.00343535	98.5076	406.793	-1.41817	-0.707509
2136	2136	0.0193629	99.501	1394.55	-2.64016	-1.72914
2141	2141	0.21877	126.443	536.246	-1.4448	-1.65143
2142	2142	0.21877	126.443	536.246	-1.4448	-1.65143
2143	2143	0.0104622	98.6632	824.504	-2.12307	-1.29684
2144	2144	0.432542	222.955	169.757	0.2726	0.662185
2146	2146	0.431761	222.417	170.453	0.266097	0.650032
2150	2150	0.690194	398.477	124.71	1.16166	0.0535625
2152	2152	0.689881	397.883	124.634	1.16078	0.0517822
2153	2153	0.0115553	97.4998	911.707	-2.23547	-1.3908
2165	2165	0.421768	201.745	174.543	0.144834	0.423429
2167	2167	0.12461	123.269	212.146	-0.542907	-1.44614
2168	2168	0.0704247	110.775	297.405	-0.987599	-0.578469
2169	2169	0.0710493	110.903	293.696	-0.973888	-0.564748
2172	2172	0.0741724	111.626	277.056	-0.909061	-0.499881
2173	2173	0.0766708	112.351	260.435	-0.840725	-0.431502
2174	2174	0.00858838	98.0286	176.987	-0.59082	-0.0158049
2186	2186	0.228919	112.686	518.742	-1.5268	-0.950055
2187	2187	0.293254	131.351	295.11	-0.809473	-0.862052
2188	2188	0.0455965	98.8326	224.216	-0.819184	0.0604995
2191	2191	0.0062461	91.5472	377.055	-1.41554	-0.705305
2192	2192	0.961743	393.233	97.6321	1.39319	1.41421
2193	2193	0.0485634	102.673	483.368	-1.54923	-0.811554
2197	2197	0.0468457	101.905	518.582	-1.62706	-0.904527
2205	2205	0.240006	118.461	498.425	-1.43687	-0.976466
2208	2208	0.428326	189.969	170.628	0.107373	0.353425
2211	2211	0.685353	376.628	140.957	0.982799	-0.308022
2213	2213	0.00530918	102.95	844.086	-2.10401	-1.2809
2218	2218	0.0518426	116.173	351.297	-1.10655	-0.282767
2235	2235	0.00546533	103.301	599.096	-1.75778	-0.991435
2239	2239	0.690818	387.38	140.579	1.01364	-0.245676
2240	2240	0.0138976	108.605	121.939	-0.115807	0.381327
2241	2241	0.169113	148.819	202.825	-0.309611	-1.22307
2242	2242	0.0466896	114.706	521.306	-1.51397	-0.769437
2243	2243	0.0224859	106.494	215.498	-0.704866	-0.500756
2248	2248	0.00374766	102.799	1331.44	-2.56124	-1.66317
2249	2249	0.225484	167.838	155.812	0.0743496	1.93087
2261	2261	0.013273	122.406	494.98	-1.39717	-0.689951
2271	2271	0.00452842	119.964	606.62	-1.62071	-0.876838
2273	2273	0.0101499	120.813	1013.71	-2.12714	-1.30023
2274	2274	0.00999375	121.776	619.658	-1.62699	-0.882087
2277	2277	0.0115553	121.719	933.498	-2.03722	-1.22506
2283	2283	0.0293567	119.472	1189.96	-2.2986	-1.76727
2288	2288	0.00546533	117.007	554.232	-1.55535	-0.822193
2290	2290	0.0118676	118.707	456.42	-1.34675	-0.6478
2293	2293	0.0104622	117.497	856.741	-1.98673	-1.18285
2294	2294	0.00968145	116.315	460.225	-1.37541	-0.671762
2295	2295	0.187539	123.106	603.289	-1.58935	-1.5069
2303	2303	0.220331	128.936	378.576	-1.0771	-0.140919
2304	2304	0.0120237	97.3517	292.214	-1.09916	-0.440799
2307	2307	0.242661	118.265	436.492	-1.30584	-0.794902
2315	2315	0.0607433	96.9884	344.302	-1.26693	-0.857973
2317	2317	0.016396	89.4786	559.652	-1.83332	-1.05459
2322	2322	0.180981	123.248	190.097	-0.433334	-0.672277
2330	2330	0.00452842	86.0417	1078.9	-2.52886	-1.6361
2333	2333	0.235478	109.959	455.564	-1.42143	-0.760459
2335	2335	0.240162	110.95	438.458	-1.37418	-0.889599
2336	2336	0.204091	111.479	466.991	-1.43247	-1.64184
2339	2339	0.204091	111.479	466.991	-1.43248	-1.64184
2347	2347	0.0601187	98.8109	348.466	-1.26033	-0.851373
2348	2348	0.00827608	88.6841	205.18	-0.838806	-0.223133
2349	2349	0.00546533	88.1913	623.597	-1.956	-1.15715
2351	2351	0.0279513	89.9384	716.341	-2.07503	-1.5896
2353	2353	0.0488757	100.182	467.697	-1.54083	-0.80153
2358	2358	0.689569	381.348	114.551	1.20269	0.136515
2360	2360	0.00702686	88.2362	1684.42	-2.94916	-1.98748
2364	2364	0.0669894	93.9063	533.692	-1.73752	-1.32886
2373	2373	0.687071	376.28	113.518	1.19837	0.127788
2380	2380	0.00343535	90.6213	918.074	-2.31559	-1.45779
2384	2384	0.237196	118.517	381.518	-1.1691	-0.306443
2387	2387	0.0142099	91.0285	885.256	-2.2747	-1.42361
2395	2395	0.00390381	90.2864	246.776	-1.00549	-0.362491
2396	2396	0.00890069	91.5354	209.099	-0.826083	-0.212495
2401	2401	0.141474	113.521	246.675	-0.776081	-1.13624
2408	2408	0.207214	110.27	451.119	-1.4088	-1.62343
2415	2415	0.00577764	86.1598	563.403	-1.87779	-1.09177
2416	2416	0.214085	87.7049	592.59	-1.91052	-2.01359
2419	2419	0.0104622	94.4046	839.855	-2.18564	-1.34915
2425	2425	0.0135853	94.9082	594.943	-1.83556	-1.05646
2428	2428	0.00468457	93.2862	548.193	-1.77096	-1.00245
2429	2429	0.245159	122.427	361.179	-1.08186	-0.484523
2442	2442	0.0115553	90.6027	975.23	-2.37619	-1.50846
2443	2443	0.630856	305.873	110.174	1.02111	0.424508
2445	2445	0.00546533	84.4687	555.756	-1.88395	-1.09692
2446	2446	0.0257651	87.925	176.458	-0.696597	-0.494185
2448	2448	0.204247	110.057	432.614	-1.36885	-1.59236
2452	2452	0.240787	126.956	365.555	-1.05757	-0.450869
2453	2453	0.0120237	107.272	946.518	-2.17742	-1.34228
2459	2459	0.00687071	108.46	393.501	-1.2887	-0.599265
2465	2465	0.0579325	119.47	372.191	-1.13635	-0.318358
2469	2469	0.00640225	110.562	937.453	-2.13759	-1.30898
2477	2477	0.0129606	112.648	540.933	-1.56903	-0.83363
2478	2478	0.00593379	112.239	513.343	-1.52031	-0.792904
2481	2481	0.00765147	112.674	248.801	-0.792159	-0.184134
2482	2482	0.00718301	112.653	1551.47	-2.62264	-1.7145
2483	2483	0.00577764	112.018	722.977	-1.86471	-1.08084
2492	2492	0.0109307	112.397	833.724	-2.00386	-1.19717
2496	2496	0.0682386	120.212	404.324	-1.21296	-0.803968
2499	2499	0.0095253	107.066	967.146	-2.2009	-1.36191
2501	2501	0.695659	450.728	113.334	1.38052	0.496023
2505	2505	0.549032	221.099	174.515	0.236596	1
2508	2508	0.0682386	129.137	219.713	-0.531449	-0.122032
2509	2509	0.0682386	129.137	219.713	-0.531449	-0.122032
2512	2512	0.0418488	125.41	427.766	-1.22699	-0.426633
2515	2515	0.0587133	131.047	344.799	-0.96741	-0.11656
2524	2524	0.0109307	119.474	1405.13	-2.46479	-1.58253
2538	2538	0.0504372	131.302	390.384	-1.08963	-0.262555
2554	2554	0.0156152	122.18	578.304	-1.5546	-0.821573
2561	2561	0.00530918	119.209	645.811	-1.68963	-0.93446
2562	2562	0.00421611	118.376	200.49	-0.5269	0.0376351
2563	2563	0.00374766	117.478	204.674	-0.555167	0.0140023
2565	2565	0.212992	137.341	379.479	-1.01633	-1.31823
2566	2566	0.0390381	108.558	296.931	-1.00622	-0.740233
2567	2567	0.0687071	111.329	219.836	-0.680392	-0.271068
2571	2571	0.0331043	104.361	1187.05	-2.43138	-1.87278
2576	2576	0.318082	97.3113	442.937	-1.51551	-nan
2577	2577	0.0251405	95.8469	691.576	-1.97622	-1.51108
2595	2595	0.234697	117.754	338.243	-1.05516	-0.101442
2597	2597	0.0312305	87.7133	1259.95	-2.66475	-2.05824
2603	2603	0.234229	121.111	339.582	-1.03101	-0.0579763
2604	2604	0.00499688	92.8903	622.803	-1.90281	-1.11269
2605	2605	0.133979	115.665	162.735	-0.341424	-1.19547
2607	2607	0.680824	442.779	103.94	1.44926	0.634984
2608	2608	0.00390381	112.266	1352.62	-2.48893	-1.60271
2613	2613	0.0644909	125.912	370.4	-1.079	-0.669922
2624	2624	0.00905684	118.209	1081.92	-2.21404	-1.37289
2632	2632	0.016396	119.452	529.58	-1.48917	-0.766869
2636	2636	0.00437227	116.595	807.087	-1.93472	-1.13937
2646	2646	0.016396	119.133	529.58	-1.49185	-0.769103
2655	2655	0.149594	147.168	140.715	0.0448415	-0.341218
2664	2664	0.0657402	126.308	361.814	-1.0524	-0.643314
2672	2672	0.0202998	116.517	643.756	-1.70929	-1.29895
2674	2674	0.233292	141.806	345.119	-0.889433	0.196755
2681	2681	0.00343535	105.675	1300.56	-2.51018	-1.62048
2700	2700	0.672236	413.631	100.376	1.41605	0.832573
2703	2703	0.0415365	94.9403	403.954	-1.44805	-0.690701
2704	2704	0.0110868	88.3962	887.071	-2.3061	-1.44985
2706	2706	0.0221736	86.748	828.053	-2.25607	-1.73347
2709	2709	0.0159275	86.3382	554.467	-1.85974	-1.07668
2711	2711	0.0173329	84.9647	985.994	-2.45141	-1.57135
2714	2714	0.236415	111.298	336.806	-1.1073	-0.195246
2722	2722	0.0115553	82.7699	968.482	-2.45967	-1.57824
2723	2723	0.20737	100.411	334.348	-1.20291	-1.46332
2724	2724	0.155996	106.43	129.867	-0.199017	-0.577382
2725	2725	0.0149906	81.301	114.927	-0.346136	0.188761
2735	2735	0.148501	108.545	147.762	-0.308444	-0.683357
2746	2746	0.672548	378.338	92.8228	1.4051	0.8157
2761	2761	0.183791	94.5752	436.112	-1.5285	-1.46296
2763	2763	0.188164	95.1814	422.763	-1.49103	-1.43591
2766	2766	0.0165522	77.1171	460.646	-1.78731	-1.01612
2768	2768	0.447533	172.198	121.242	0.350857	0.543342
2773	2773	0.6802	392.65	78.5122	1.60967	0.959264
2776	2776	0.234385	93.1898	328.275	-1.25921	-0.468583
2777	2777	0.0648032	77.9817	295.718	-1.33293	-0.924017
2780	2780	0.20862	87.6538	357.357	-1.40534	-1.62074
2786	2786	0.681137	393.25	72.7029	1.68806	1.11776
2787	2787	0.00796377	68.1918	1370.56	-3.00065	-2.03053
2790	2790	0.0415365	71.8544	376.654	-1.65668	-0.939916
2792	2792	0.232511	90.5557	328.192	-1.28763	-0.519718
2793	2793	0.203623	93.7497	373.864	-1.38326	-1.60357
2794	2794	0.205028	114.114	80.6058	0.347626	-0.257571
2800	2800	0.0117114	79.1537	920.711	-2.45376	-1.5733
2802	2802	0.354778	145.74	146.484	-0.00509282	1.41389
2804	2804	0.00890069	79.0001	911.503	-2.44565	-1.56652
2807	2807	0.00858838	79.5576	178.176	-0.806289	-0.195947
2808	2808	0.014366	80.6471	605.379	-2.01577	-1.20713
2809	2809	0.065584	87.0818	278.802	-1.16366	-0.754635
2814	2814	0.0465334	84.3395	478.754	-1.73634	-1.03506
2815	2815	0.0257651	75.0236	363.815	-1.57884	-1.19529
2816	2816	0.0165522	74.3219	456.524	-1.81523	-1.03947
2817	2817	0.0534041	81.9744	281.792	-1.23476	-0.435921
2818	2818	0.451437	180.147	105.83	0.531945	0.944798
2820	2820	0.0505934	97.7233	411.755	-1.43829	-0.679038
2823	2823	0.0231106	90.7978	759.388	-2.12388	-1.62842
2825	2825	0.0217052	92.8766	311.8	-1.21109	-0.903044
2826	2826	0.00843223	91.0982	303.827	-1.20452	-0.528886
2828	2828	0.182854	115.747	261.385	-0.814587	-0.947533
2831	2831	0.183479	117.571	323.978	-1.01363	-1.09124
2835	2835	0.00843223	112.481	499.271	-1.49036	-0.767865
2859	2859	0.0821362	128.45	143.608	-0.11155	-0.551452
2862	2862	0.0387258	117.478	321.486	-1.00671	-0.740623
2868	2868	0.0168645	114.706	381.805	-1.20254	-0.527232
2874	2874	0.00437227	112.376	269.551	-0.874903	-0.253312
2881	2881	0.0454403	118.031	79.4674	0.395596	1.51159
2882	2882	0.0463773	117.616	104.308	0.120074	1.18247
2888	2888	0.374453	149.596	213.209	-0.354337	0.769875
2893	2893	0.155996	163.623	118.235	0.324893	-0.0700028
